index,course,req_type,requisite,object_tree,json_tree
56,"AERO460D2",1,"Prerequisite: AERO 460D1","["AERO 460D1"]","{"prerequisites": "AERO 460D1"}"
57,"AGEC201",1,"Prerequisite: AGEC 200 or equivalent ","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
58,"AGEC231",1,"Prerequisite: AGEC 200 or equivalent ","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
59,"AGEC320",1,"Prerequisite: AGEC 200 or equivalent ","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
60,"AGEC330",1,"Prerequisite: AGEC 200 or equivalent","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
61,"AGEC332",1,"Prerequisite: AGEC 200 or equivalent","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
62,"AGEC333",1,"Prerequisites: AGEC 200 or equivalent ","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
64,"AGEC430",1,"Prerequisites: AGEC 200 or equivalent","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
68,"AGEC491",2,"Corequisites: AGEC 425 or permission of the instructor","["AGEC 425"]","{"corequisites": "AGEC 425"}"
69,"AGEC492",1,"Prerequisite: AGEC 201 or equivalent ","["AGEC 201"]","{"prerequisites": "AGEC 201"}"
70,"AGRI325",1,"Prerequisite: AGEC 200 or equivalent or permission of instructor","["AGEC 200"]","{"prerequisites": "AGEC 200"}"
71,"AGRI402",1,"Prerequisites: AGRI 401 and permission of the instructor","["AGRI 401"]","{"prerequisites": "AGRI 401"}"
72,"AGRI406",1,"Prerequisites: AGRI 405 and permission of the instructor","["AGRI 405"]","{"prerequisites": "AGRI 405"}"
73,"AGRI410D2",1,"Prerequisite: AGRI 410D1","["AGRI 410D1"]","{"prerequisites": "AGRI 410D1"}"
75,"ANAT212",1,"Prerequisite: BIOL 200 ","["BIOL 200"]","{"prerequisites": "BIOL 200"}"
77,"ANAT261",1,"Prerequisite: BIOL 112 or CEGEP equivalent","["BIOL 112"]","{"prerequisites": "BIOL 112"}"
79,"ANAT314",1,"Prerequisite: ANAT 214","["ANAT 214"]","{"prerequisites": "ANAT 214"}"
80,"ANAT316",1,"Prerequisite: ANAT 315 or permission of instructor","["ANAT 315"]","{"prerequisites": "ANAT 315"}"
82,"ANAT322",1,"Prerequisite: PHGY 210.","["PHGY 210"]","{"prerequisites": "PHGY 210"}"
87,"ANAT432",1,"Prerequisite: BIOL 301","["BIOL 301"]","{"prerequisites": "BIOL 301"}"
88,"ANAT432D1",1,"Prerequisite: BIOL 301","["BIOL 301"]","{"prerequisites": "BIOL 301"}"
89,"ANAT432D2",1,"Prerequisite: ANAT 432D1","["ANAT 432D1"]","{"prerequisites": "ANAT 432D1"}"
94,"ANAT541",2,"Corequisite: BIOL 301.","["BIOL 301"]","{"corequisites": "BIOL 301"}"
95,"ANAT565",1,"Prerequisite: ANAT 365","["ANAT 365"]","{"prerequisites": "ANAT 365"}"
96,"ANAT690D2",1,"Prerequisite: ANAT 690D1","["ANAT 690D1"]","{"prerequisites": "ANAT 690D1"}"
97,"ANAT696",1,"Prerequisite: ANAT 695","["ANAT 695"]","{"prerequisites": "ANAT 695"}"
99,"ANAT698D2",1,"Prerequisite: ANAT 698D1","["ANAT 698D1"]","{"prerequisites": "ANAT 698D1"}"
100,"ANAT701D2",1,"Prerequisite: ANAT 701D1","["ANAT 701D1"]","{"prerequisites": "ANAT 701D1"}"
101,"ANSC234",1,"Prerequisite: LSCI 211","["LSCI 211"]","{"prerequisites": "LSCI 211"}"
103,"ANSC303",1,"Prerequisite: ANSC 250 (or equivalent, or permission)","["ANSC 250"]","{"prerequisites": "ANSC 250"}"
108,"ANSC350",1,"Prerequisite: LSCI 230, or permission of the instructor","["LSCI 230"]","{"prerequisites": "LSCI 230"}"
109,"ANSC400",1,"Prerequisite: LSCI 204","["LSCI 204"]","{"prerequisites": "LSCI 204"}"
111,"ANSC424",1,"Prerequisite: ANSC 323 ","["ANSC 323"]","{"prerequisites": "ANSC 323"}"
113,"ANSC451",1,"Prerequisite: ANSC 250, or permission of the instructor.","["ANSC 250"]","{"prerequisites": "ANSC 250"}"
114,"ANSC458",1,"Prerequisite: ANSC 250, or permission of the instructor","["ANSC 250"]","{"prerequisites": "ANSC 250"}"
115,"ANSC551",1,"Prerequisite: ANSC 234 or permission of instructor","["ANSC 234"]","{"prerequisites": "ANSC 234"}"
116,"ANSC552",1,"Prerequisite: ANSC 234 or permission of instructor","["ANSC 234"]","{"prerequisites": "ANSC 234"}"
118,"ANSC611D2",1,"Prerequisite: ANSC 611D1.","["ANSC 611D1"]","{"prerequisites": "ANSC 611D1"}"
119,"ANTH302",1,"Prerequisite: ANTH 227","["ANTH 227"]","{"prerequisites": "ANTH 227"}"
124,"ANTH312",1,"Prerequisites: ANTH 201 and Honours/Major status in Anthropology ","["ANTH 201"]","{"prerequisites": "ANTH 201"}"
132,"ANTH331",1,"Prerequisite: ANTH 201 or permission of instructor ","["ANTH 201"]","{"prerequisites": "ANTH 201"}"
135,"ANTH343",1,"Prerequisite: One ANTH 200 level course or consent of instructor","["ANTH 200"]","{"prerequisites": "ANTH 200"}"
137,"ANTH357",1,"Prerequisites: ANTH 201 and one other course in archaeology","["ANTH 201"]","{"prerequisites": "ANTH 201"}"
146,"ANTH419",1,"Prerequisite: ANTH 357 or permission of instructor ","["ANTH 357"]","{"prerequisites": "ANTH 357"}"
148,"ANTH423",1,"Prerequisites: ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor","["ANTH 227"]","{"prerequisites": "ANTH 227"}"
150,"ANTH432",1,"Prerequisites: ANTH 332","["ANTH 332"]","{"prerequisites": "ANTH 332"}"
152,"ANTH438",1,"Prerequisite(s): ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor.","["ANTH 227"]","{"prerequisites": "ANTH 227"}"
155,"ANTH451",2,"Corequisite: NRSC 452.","["NRSC 452"]","{"corequisites": "NRSC 452"}"
156,"ANTH490D2",1,"Prerequisite: ANTH 490D1.","["ANTH 490D1"]","{"prerequisites": "ANTH 490D1"}"
157,"ANTH490N2",1,"Prerequisite: ANTH 490N1","["ANTH 490N1"]","{"prerequisites": "ANTH 490N1"}"
161,"ANTH515",1,"Prerequisite(s): ANTH 359","["ANTH 359"]","{"prerequisites": "ANTH 359"}"
163,"ANTH521",1,"Prerequisite: ANTH 361 or permission of the instructor.","["ANTH 361"]","{"prerequisites": "ANTH 361"}"
166,"ANTH602D2",1,"Prerequisite: ANTH 602D1","["ANTH 602D1"]","{"prerequisites": "ANTH 602D1"}"
167,"ANTH603D2",1,"Prerequisite: ANTH 603D1","["ANTH 603D1"]","{"prerequisites": "ANTH 603D1"}"
168,"ANTH609D2",1,"Prerequisite: ANTH 609D1","["ANTH 609D1"]","{"prerequisites": "ANTH 609D1"}"
169,"ANTH615D2",1,"Prerequisite: ANTH 615D1","["ANTH 615D1"]","{"prerequisites": "ANTH 615D1"}"
170,"ANTH634D2",1,"Prerequisite: ANTH 634D1","["ANTH 634D1"]","{"prerequisites": "ANTH 634D1"}"
171,"ANTH648D2",1,"Prerequisite: ANTH 648D1","["ANTH 648D1"]","{"prerequisites": "ANTH 648D1"}"
172,"ANTH670D2",1,"Prerequisite: ANTH 670D1","["ANTH 670D1"]","{"prerequisites": "ANTH 670D1"}"
173,"ANTH700D2",1,"Prerequisite: ANTH 700D1","["ANTH 700D1"]","{"prerequisites": "ANTH 700D1"}"
174,"ANTH780D2",1,"Prerequisite: ANTH 780D1","["ANTH 780D1"]","{"prerequisites": "ANTH 780D1"}"
175,"ANTH790D2",1,"Prerequisite: ANTH 790D1","["ANTH 790D1"]","{"prerequisites": "ANTH 790D1"}"
176,"ANTH790N2",1,"Prerequisite: ANTH 790N1","["ANTH 790N1"]","{"prerequisites": "ANTH 790N1"}"
177,"ANTH791D2",1,"Prerequisite: ANTH 791D1","["ANTH 791D1"]","{"prerequisites": "ANTH 791D1"}"
178,"ANTH791N2",1,"Prerequisite: ANTH 791N1","["ANTH 791N1"]","{"prerequisites": "ANTH 791N1"}"
179,"ANTH792D2",1,"Prerequisite: ANTH 792D1","["ANTH 792D1"]","{"prerequisites": "ANTH 792D1"}"
180,"ANTH792N2",1,"Prerequisite: ANTH 792N1","["ANTH 792N1"]","{"prerequisites": "ANTH 792N1"}"
181,"ARCH202",1,"Prerequisite: ARCH 201 ","["ARCH 201"]","{"prerequisites": "ARCH 201"}"
182,"ARCH251",1,"Prerequisite: ARCH 250 ","["ARCH 250"]","{"prerequisites": "ARCH 250"}"
183,"ARCH303",1,"Prerequisite: ARCH 202 ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
184,"ARCH304",1,"Prerequisite: ARCH 303 ","["ARCH 303"]","{"prerequisites": "ARCH 303"}"
185,"ARCH325",1,"Prerequisite(s): ARCH 221","["ARCH 221"]","{"prerequisites": "ARCH 221"}"
186,"ARCH342",1,"Prerequisites: ARCH 201 or instructor's approval","["ARCH 201"]","{"prerequisites": "ARCH 201"}"
190,"ARCH379",1,"Prerequisite: ARCH 202 or permission of instructor","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
191,"ARCH383",1,"Prerequisite: ARCH 202 or permission of instructor ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
192,"ARCH388",1,"Prerequisite: ARCH 303 ","["ARCH 303"]","{"prerequisites": "ARCH 303"}"
193,"ARCH405",1,"Prerequisite: ARCH 304 ","["ARCH 304"]","{"prerequisites": "ARCH 304"}"
194,"ARCH406",1,"Prerequisite: ARCH 405 ","["ARCH 405"]","{"prerequisites": "ARCH 405"}"
196,"ARCH445",2,"Corequisite: ARCH 405","["ARCH 405"]","{"corequisites": "ARCH 405"}"
198,"ARCH451",1,"Prerequisite: ARCH 405 ","["ARCH 405"]","{"prerequisites": "ARCH 405"}"
199,"ARCH461",1,"Prerequisite: ARCH 325","["ARCH 325"]","{"prerequisites": "ARCH 325"}"
200,"ARCH490",1,"Prerequisite: ARCH 202 or permission of instructor ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
201,"ARCH491",1,"Prerequisite: ARCH 202","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
202,"ARCH492",1,"Prerequisite: ARCH 202","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
204,"ARCH519",1,"Prerequisite: ARCH 304 or permission of instructor","["ARCH 304"]","{"prerequisites": "ARCH 304"}"
205,"ARCH520",1,"Prerequisite: ARCH 251 ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
206,"ARCH521",1,"Prerequisite: ARCH 202 or permission of instructor ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
207,"ARCH523",1,"Prerequisite: ARCH 251 ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
208,"ARCH525",1,"Prerequisite: ARCH 202 or permission of instructor ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
209,"ARCH526",1,"Prerequisite: ARCH 202 or permission of Instructor ","["ARCH 202"]","{"prerequisites": "ARCH 202"}"
210,"ARCH528",1,"Prerequisite: ARCH 251 or permission of instructor ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
211,"ARCH529",1,"Prerequisite: ARCH 528 or permission of instructor ","["ARCH 528"]","{"prerequisites": "ARCH 528"}"
212,"ARCH531",1,"Prerequisite: ARCH 251 ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
213,"ARCH532",1,"Prerequisite: ARCH 251 ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
214,"ARCH533",1,"Prerequisite: ARCH 251 or permission of instructor ","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
215,"ARCH535",1,"Prerequisite: ARCH 251 or permission of instructor.","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
216,"ARCH536",1,"Prerequisite: ARCH 251 or permission of instructor.","["ARCH 251"]","{"prerequisites": "ARCH 251"}"
217,"ARCH562",1,"Prerequisite: ARCH 304.","["ARCH 304"]","{"prerequisites": "ARCH 304"}"
218,"ARCH602",2,"Corequisite(s): ARCH 604","["ARCH 604"]","{"corequisites": "ARCH 604"}"
220,"ARCH651",2,"Corequisite(s):  ARCH 652","["ARCH 652"]","{"corequisites": "ARCH 652"}"
221,"ARCH652",2,"Corequisite: ARCH 651","["ARCH 651"]","{"corequisites": "ARCH 651"}"
222,"ARCH652D1",1,"Prerequisite: ARCH 651","["ARCH 651"]","{"prerequisites": "ARCH 651"}"
223,"ARCH652D2",1,"Prerequisite: ARCH 652D1","["ARCH 652D1"]","{"prerequisites": "ARCH 652D1"}"
224,"ARCH653",1,"Prerequisite(s):  ARCH 652","["ARCH 652"]","{"prerequisites": "ARCH 652"}"
225,"ARCH653",2,"Corequisite(s):  ARCH 654","["ARCH 654"]","{"corequisites": "ARCH 654"}"
226,"ARCH654",1,"Prerequisite(s): ARCH 652","["ARCH 652"]","{"prerequisites": "ARCH 652"}"
227,"ARCH654",2,"Corequisite(s): ARCH 653","["ARCH 653"]","{"corequisites": "ARCH 653"}"
228,"ARCH672",2,"Corequisite: ARCH 678.","["ARCH 678"]","{"corequisites": "ARCH 678"}"
229,"ARCH673",1,"Prerequisite: ARCH 672.","["ARCH 672"]","{"prerequisites": "ARCH 672"}"
230,"ARCH677",1,"Prerequisite: ARCH 673","["ARCH 673"]","{"prerequisites": "ARCH 673"}"
231,"ARCH681",1,"Prerequisite: ARCH 673.","["ARCH 673"]","{"prerequisites": "ARCH 673"}"
232,"ARCH683",1,"Prerequisite: ARCH 676","["ARCH 676"]","{"prerequisites": "ARCH 676"}"
233,"ARCH689",1,"Prerequisite(s): ARCH 688 and permission of instructor","["ARCH 688"]","{"prerequisites": "ARCH 688"}"
234,"ARCH712",1,"Prerequisite: ARCH 711","["ARCH 711"]","{"prerequisites": "ARCH 711"}"
235,"ARCH722",1,"Prerequisite: ARCH 721.","["ARCH 721"]","{"prerequisites": "ARCH 721"}"
236,"ARCH723",1,"Prerequisite: ARCH 722.","["ARCH 722"]","{"prerequisites": "ARCH 722"}"
237,"ARTH400",1,"Prerequisite: ARTH 305, or permission of instructor","["ARTH 305"]","{"prerequisites": "ARTH 305"}"
238,"ARTH400",2,"Corequisite: ARTH 401","["ARTH 401"]","{"corequisites": "ARTH 401"}"
239,"ARTH401",1,"Prerequisite: ARTH 305, or permission of the instructor.","["ARTH 305"]","{"prerequisites": "ARTH 305"}"
240,"ARTH401",2,"Corequisite: ARTH 400.","["ARTH 400"]","{"corequisites": "ARTH 400"}"
241,"ARTH607",1,"Prerequisite: ARTH 606.","["ARTH 606"]","{"prerequisites": "ARTH 606"}"
244,"ARTH699",1,"Prerequisite: ARTH 698.","["ARTH 698"]","{"prerequisites": "ARTH 698"}"
245,"ARTH701D2",1,"Prerequisite: ARTH 701D1","["ARTH 701D1"]","{"prerequisites": "ARTH 701D1"}"
246,"ARTH701N2",1,"Prerequisite: ARTH 701N1","["ARTH 701N1"]","{"prerequisites": "ARTH 701N1"}"
247,"ASPL632D2",1,"Prerequisite: ASPL 632D1","["ASPL 632D1"]","{"prerequisites": "ASPL 632D1"}"
248,"ATOC100",1,"Prerequisite(s): PHYS 101","["PHYS 101"]","{"prerequisites": "PHYS 101"}"
249,"ATOC100",2,"Corequisite(s): MATH 141","["MATH 141"]","{"corequisites": "MATH 141"}"
252,"ATOC309",1,"Prerequisite: ATOC 215","["ATOC 215"]","{"prerequisites": "ATOC 215"}"
253,"ATOC312",1,"Prerequisites: MATH 314","["MATH 314"]","{"prerequisites": "MATH 314"}"
256,"ATOC357",1,"Prerequisite(s): ATOC 214 or permission of instructor.","["ATOC 214"]","{"prerequisites": "ATOC 214"}"
268,"ATOC531",1,"Prerequisite (Undergraduate): MATH 315 or permission of instructor","["MATH 315"]","{"prerequisites": "MATH 315"}"
272,"ATOC546",1,"Prerequisite (Undergraduate): ATOC 540 or permission of instructor","["ATOC 540"]","{"prerequisites": "ATOC 540"}"
276,"ATOC568",1,"Prerequisite (Undergraduate): ATOC 512 or permission of instructor","["ATOC 512"]","{"prerequisites": "ATOC 512"}"
277,"ATOC669D2",1,"Prerequisite: ATOC 669D1","["ATOC 669D1"]","{"prerequisites": "ATOC 669D1"}"
278,"ATOC692N2",1,"Prerequisite: ATOC 692N1","["ATOC 692N1"]","{"prerequisites": "ATOC 692N1"}"
279,"ATOC693N2",1,"Prerequisite: ATOC 693N1","["ATOC 693N1"]","{"prerequisites": "ATOC 693N1"}"
280,"ATOC699N2",1,"Prerequisite: ATOC 699N1","["ATOC 699N1"]","{"prerequisites": "ATOC 699N1"}"
281,"ATOC701D2",1,"Prerequisite: ATOC 701D1","["ATOC 701D1"]","{"prerequisites": "ATOC 701D1"}"
282,"ATOC751D2",1,"Prerequisite: ATOC 751D1","["ATOC 751D1"]","{"prerequisites": "ATOC 751D1"}"
283,"ATOC752D2",1,"Prerequisite: ATOC 752D1","["ATOC 752D1"]","{"prerequisites": "ATOC 752D1"}"
284,"BASC396",1,"Prerequisite(s): Prerequisites: BASC 201, at least one term of undergraduate studies and a CGPA of at least 3.0; or permission of instructor.","["BASC 201"]","{"prerequisites": "BASC 201"}"
285,"BASC449",1,"Prerequisites: BASC 201, at least one term of undergraduate studies and a CGPA of at least 3.0; or permission of instructor.","["BASC 201"]","{"prerequisites": "BASC 201"}"
286,"BASC449D1",1,"Prerequisites: BASC 201, at least one term of undergraduate studies and a CGPA of at least 3.0; or permission of instructor.","["BASC 201"]","{"prerequisites": "BASC 201"}"
287,"BASC449D2",1,"Prerequisite: BASC 449D1","["BASC 449D1"]","{"prerequisites": "BASC 449D1"}"
288,"BASC449N1",1,"Prerequisites: BASC 201, at least one term of undergraduate studies and a CGPA of at least 3.0; or permission of instructor.","["BASC 201"]","{"prerequisites": "BASC 201"}"
289,"BASC449N2",1,"Prerequisite: BASC 449N1","["BASC 449N1"]","{"prerequisites": "BASC 449N1"}"
290,"BBME600N2",1,"Prerequisite: BBME 600N1","["BBME 600N1"]","{"prerequisites": "BBME 600N1"}"
291,"BIEN210",1,"Prerequisite: BIEN 200","["BIEN 200"]","{"prerequisites": "BIEN 200"}"
292,"BIEN210",2,"Corequisite: BIOL 112","["BIOL 112"]","{"corequisites": "BIOL 112"}"
294,"BIEN219",2,"Corequisite(s): MATH 222 or equivalent","["MATH 222"]","{"corequisites": "MATH 222"}"
295,"BIEN267",1,"Prerequisites: BIEN 290","["BIEN 290"]","{"prerequisites": "BIEN 290"}"
298,"BIEN310",1,"Prerequisite(s): BIEN 200 or permission of instructor.","["BIEN 200"]","{"prerequisites": "BIEN 200"}"
303,"BIEN350",1,"Prerequisite(s): MATH 263 or permission of instructor.","["MATH 263"]","{"prerequisites": "MATH 263"}"
304,"BIEN360",1,"Prerequisite(s): BIEN 300","["BIEN 300"]","{"prerequisites": "BIEN 300"}"
305,"BIEN390",1,"Prerequisite: BIEN 290","["BIEN 290"]","{"prerequisites": "BIEN 290"}"
309,"BIEN450",1,"Prerequisites: BIEN 219 or permission of the instructor","["BIEN 219"]","{"prerequisites": "BIEN 219"}"
310,"BIEN462",1,"Prerequisite(s): BIEN 350 or permission of instructor.","["BIEN 350"]","{"prerequisites": "BIEN 350"}"
311,"BIEN470",1,"Prerequisite(s): BIEN 390","["BIEN 390"]","{"prerequisites": "BIEN 390"}"
312,"BIEN470D1",1,"Prerequisite(s): BIEN 390","["BIEN 390"]","{"prerequisites": "BIEN 390"}"
313,"BIEN470D2",1,"Prerequisite(s): BIEN 470D1","["BIEN 470D1"]","{"prerequisites": "BIEN 470D1"}"
314,"BIEN470N1",1,"Prerequisite(s): BIEN 390","["BIEN 390"]","{"prerequisites": "BIEN 390"}"
315,"BIEN470N2",1,"Prerequisite(s): BIEN 470N1","["BIEN 470N1"]","{"prerequisites": "BIEN 470N1"}"
319,"BIEN601",1,"Prerequisites: BIEN 590","["BIEN 590"]","{"prerequisites": "BIEN 590"}"
320,"BIEN670",1,"Prerequisites: BIEN 590 or permission of the instructor","["BIEN 590"]","{"prerequisites": "BIEN 590"}"
321,"BIEN675",1,"Prerequisites: BIEN 590 or permission of the instructor.","["BIEN 590"]","{"prerequisites": "BIEN 590"}"
322,"BIEN685",1,"Prerequisites: BIEN 590 or permission of the instructor","["BIEN 590"]","{"prerequisites": "BIEN 590"}"
325,"BIOC212",1,"Prerequisite: BIOL 200 ","["BIOL 200"]","{"prerequisites": "BIOL 200"}"
326,"BIOC220",1,"Prerequisite(s): BIOL 200","["BIOL 200"]","{"prerequisites": "BIOL 200"}"
330,"BIOC320",1,"Prerequisite(s): BIOC 220","["BIOC 220"]","{"prerequisites": "BIOC 220"}"
336,"BIOC462",1,"Prerequisite(s): BIOC 320 and permission of the course coordinator and the research director.","["BIOC 320"]","{"prerequisites": "BIOC 320"}"
337,"BIOC470",1,"Prerequisite(s): BIOC 311 or equivalent.","["BIOC 311"]","{"prerequisites": "BIOC 311"}"
338,"BIOC491",1,"Prerequisite: BIOC 462","["BIOC 462"]","{"prerequisites": "BIOC 462"}"
340,"BIOC600",1,"Prerequisite: BIOC 454 or equivalent","["BIOC 454"]","{"prerequisites": "BIOC 454"}"
341,"BIOC603",1,"Prerequisites: BIOC 454 and permission of instructor. ","["BIOC 454"]","{"prerequisites": "BIOC 454"}"
342,"BIOC605",1,"Prerequisite: BIOC 450 or equivalent, or permission of instructor.","["BIOC 450"]","{"prerequisites": "BIOC 450"}"
343,"BIOC670",1,"Prerequisite: BIOC 311 or permission of instructor","["BIOC 311"]","{"prerequisites": "BIOC 311"}"
344,"BIOC696D2",1,"Prerequisite: BIOC 696D1.","["BIOC 696D1"]","{"prerequisites": "BIOC 696D1"}"
345,"BIOC696N2",1,"Prerequisite: BIOC 696N1","["BIOC 696N1"]","{"prerequisites": "BIOC 696N1"}"
346,"BIOE692D2",1,"Prerequisite: BIOE 692D1","["BIOE 692D1"]","{"prerequisites": "BIOE 692D1"}"
347,"BIOE693D2",1,"Prerequisite: BIOE 693D1","["BIOE 693D1"]","{"prerequisites": "BIOE 693D1"}"
348,"BIOL200",1,"Prerequisite: BIOL 112 or equivalent","["BIOL 112"]","{"prerequisites": "BIOL 112"}"
350,"BIOL201",1,"Prerequisite: BIOL 200.","["BIOL 200"]","{"prerequisites": "BIOL 200"}"
354,"BIOL206",1,"Prerequisite: BIOL 111 or equivalent ","["BIOL 111"]","{"prerequisites": "BIOL 111"}"
355,"BIOL215",1,"Prerequisite: BIOL 111","["BIOL 111"]","{"prerequisites": "BIOL 111"}"
358,"BIOL219",2,"Corequisite(s): MATH 222 or equivalent","["MATH 222"]","{"corequisites": "MATH 222"}"
359,"BIOL240",1,"Prerequisite: BIOL 111 or permission ","["BIOL 111"]","{"prerequisites": "BIOL 111"}"
364,"BIOL303",2,"Corequisites: BIOL 202.","["BIOL 202"]","{"corequisites": "BIOL 202"}"
382,"BIOL335",1,"Prerequisite: BIOL 205","["BIOL 205"]","{"prerequisites": "BIOL 205"}"
385,"BIOL350",1,"Prerequisite: BIOL 205 or permission of instructor.","["BIOL 205"]","{"prerequisites": "BIOL 205"}"
390,"BIOL373",1,"Prerequisite: MATH 112 or equivalent ","["MATH 112"]","{"prerequisites": "MATH 112"}"
392,"BIOL385",1,"Prerequisite: BIOL 205.","["BIOL 205"]","{"prerequisites": "BIOL 205"}"
400,"BIOL428",1,"Prerequisite: BIOL 305 or equivalent or permission of instructor.","["BIOL 305"]","{"prerequisites": "BIOL 305"}"
402,"BIOL429",1,"Prerequisite: BIOL 215 or equivalent.","["BIOL 215"]","{"prerequisites": "BIOL 215"}"
