index,course,req_type,requisite, object_tree, json_tree
69,"AGEC492",1,"Prerequisite: AGEC 201 or equivalent ", "["AGEC 201"]", "{"prerequisites": "AGEC 201"}"
70,"AGRI325",1,"Prerequisite: AGEC 200 or equivalent or permission of instructor", "["AGEC 200"]", "{"prerequisites": "AGEC 200"}"
71,"AGRI402",1,"Prerequisites: AGRI 401 and permission of the instructor", "["AGRI 401"]", "{"prerequisites": "AGRI 401"}"
72,"AGRI406",1,"Prerequisites: AGRI 405 and permission of the instructor", "["AGRI 405"]", "{"prerequisites": "AGRI 405"}"
73,"AGRI410D2",1,"Prerequisite: AGRI 410D1", "["AGRI 410D1"]", "{"prerequisites": "AGRI 410D1"}"
74,"AGRI550",1,"Prerequisites: HISP 218 or equivalent; MATH 203 or AEMA 310 or equivalent ", "[]", "{}"
75,"ANAT212",1,"Prerequisite: BIOL 200 ", "["BIOL 200"]", "{"prerequisites": "BIOL 200"}"
76,"ANAT214",1,"Prerequisites: BIOL 112 (or CEGEP equivalent), PHGY 209 and PHGY 210", "[]", "{}"
77,"ANAT261",1,"Prerequisite: BIOL 112 or CEGEP equivalent", "["BIOL 112"]", "{"prerequisites": "BIOL 112"}"
78,"ANAT262",2,"Corequisites: ANAT 212 or BIOC 212 or BIOL 201", "[]", "{}"
79,"ANAT314",1,"Prerequisite: ANAT 214", "["ANAT 214"]", "{"prerequisites": "ANAT 214"}"
80,"ANAT316",1,"Prerequisite: ANAT 315 or permission of instructor", "["ANAT 315"]", "{"prerequisites": "ANAT 315"}"
81,"ANAT321",1,"Prerequisites: ANAT/BIOC 212 or BIOL 201; and one of PHGY 209, NSCI 200 or PSYC 211; or permission of instructor", "[]", "{}"
82,"ANAT322",1,"Prerequisite: PHGY 210.", "["PHGY 210"]", "{"prerequisites": "PHGY 210"}"
83,"ANAT323",1,"Prerequisites for Honours Anatomy &amp; Cell Biology students: ANAT 214 and ANAT 314.", "[]", "{}"
84,"ANAT365",1,"Prerequisites: ANAT 261, ANAT 262, PHGY 209, or by permission of instructor", "[]", "{}"
85,"ANAT381",1,"Prerequisites: ANAT 261, BIOL 202 or permission of instructor", "[]", "{}"
86,"ANAT416",1,"Prerequisite(s): ANAT 381 or BIOL 303 or special permission of instructor", "[]", "{}"
87,"ANAT432",1,"Prerequisite: BIOL 301", "["BIOL 301"]", "{"prerequisites": "BIOL 301"}"
88,"ANAT432D1",1,"Prerequisite: BIOL 301", "["BIOL 301"]", "{"prerequisites": "BIOL 301"}"
89,"ANAT432D2",1,"Prerequisite: ANAT 432D1", "["ANAT 432D1"]", "{"prerequisites": "ANAT 432D1"}"
90,"ANAT458",1,"Prerequisites: BIOC 212 or ANAT 212 or BIOL 201, ANAT 262, one of PHGY 209 or BIOL 205; one of BIOC 312 or ANAT 365; BIOC 311 recommended", "[]", "{}"
91,"ANAT499",1,"Prerequisites: ANAT 262 and BIOL 202", "[]", "{}"
92,"ANAT514",1,"Prerequisites: ANAT 214 and ANAT 314", "[]", "{}"
93,"ANAT541",1,"Prerequisites: ANAT 212 (or BIOC 212 or BIOL 201), ANAT 261, ANAT 262, or permission of instructor.", "[]", "{}"
94,"ANAT541",2,"Corequisite: BIOL 301.", "["BIOL 301"]", "{"corequisites": "BIOL 301"}"
95,"ANAT565",1,"Prerequisite: ANAT 365", "["ANAT 365"]", "{"prerequisites": "ANAT 365"}"
96,"ANAT690D2",1,"Prerequisite: ANAT 690D1", "["ANAT 690D1"]", "{"prerequisites": "ANAT 690D1"}"
97,"ANAT696",1,"Prerequisite: ANAT 695", "["ANAT 695"]", "{"prerequisites": "ANAT 695"}"
98,"ANAT697",1,"Prerequisites: ANAT 695 and ANAT 696", "[]", "{}"
99,"ANAT698D2",1,"Prerequisite: ANAT 698D1", "["ANAT 698D1"]", "{"prerequisites": "ANAT 698D1"}"
100,"ANAT701D2",1,"Prerequisite: ANAT 701D1", "["ANAT 701D1"]", "{"prerequisites": "ANAT 701D1"}"
101,"ANSC234",1,"Prerequisite: LSCI 211", "["LSCI 211"]", "{"prerequisites": "LSCI 211"}"
102,"ANSC301",1,"Prerequisite: AEMA 310, LSCI 204", "[]", "{}"
103,"ANSC303",1,"Prerequisite: ANSC 250 (or equivalent, or permission)", "["ANSC 250"]", "{"prerequisites": "ANSC 250"}"
104,"ANSC312",1,"Prerequisite(s): ANSC 250 or ANSC 323 or PHGY 209", "[]", "{}"
105,"ANSC323",1,"Prerequisite(s): LSCI 202 or LSCI 204 or ANSC 234", "[]", "{}"
106,"ANSC324",1,"Prerequisites: LSCI 211 and ANSC 323", "[]", "{}"
107,"ANSC326",1,"Prerequisites: AEMA 310 and LSCI 204, or equivalents, or permission of the instructor.", "[]", "{}"
108,"ANSC350",1,"Prerequisite: LSCI 230, or permission of the instructor", "["LSCI 230"]", "{"prerequisites": "LSCI 230"}"
109,"ANSC400",1,"Prerequisite: LSCI 204", "["LSCI 204"]", "{"prerequisites": "LSCI 204"}"
110,"ANSC420",1,"Prerequisites: LSCI 202 and LSCI 230", "[]", "{}"
111,"ANSC424",1,"Prerequisite: ANSC 323 ", "["ANSC 323"]", "{"prerequisites": "ANSC 323"}"
112,"ANSC433",1,"Prerequisites: ANSC 234 or ANSC 330 or permission of instructor", "[]", "{}"
113,"ANSC451",1,"Prerequisite: ANSC 250, or permission of the instructor.", "["ANSC 250"]", "{"prerequisites": "ANSC 250"}"
114,"ANSC458",1,"Prerequisite: ANSC 250, or permission of the instructor", "["ANSC 250"]", "{"prerequisites": "ANSC 250"}"
115,"ANSC551",1,"Prerequisite: ANSC 234 or permission of instructor", "["ANSC 234"]", "{"prerequisites": "ANSC 234"}"
116,"ANSC552",1,"Prerequisite: ANSC 234 or permission of instructor", "["ANSC 234"]", "{"prerequisites": "ANSC 234"}"
117,"ANSC555",1,"Prerequisites: ANSC 250 or PSYC 301 or WILD 421 or Permission of Instructor", "[]", "{}"
118,"ANSC611D2",1,"Prerequisite: ANSC 611D1.", "["ANSC 611D1"]", "{"prerequisites": "ANSC 611D1"}"
119,"ANTH302",1,"Prerequisite: ANTH 227", "["ANTH 227"]", "{"prerequisites": "ANTH 227"}"
120,"ANTH303",1,"Prerequisites: ANTH 202 and one other 200-level anthropology course, U2 standing or above, or permission of instructor.", "[]", "{}"
121,"ANTH304",1,"Prerequisites: ANTH 202 or ANTH 204 or ANTH 209 and another 200-level anthropology course, U2 standing or above, or permission of the instructor.", "[]", "{}"
122,"ANTH307",1,"Prerequisites: ANTH 201 or ANTH 210", "[]", "{}"
123,"ANTH308",1,"Prerequisite: ANTH 202, or ANTH 205, or ANTH 206, or ANTH 212, or permission of instructor ", "[]", "{}"
124,"ANTH312",1,"Prerequisites: ANTH 201 and Honours/Major status in Anthropology ", "["ANTH 201"]", "{"prerequisites": "ANTH 201"}"
125,"ANTH318",1,"Prerequisites: U2 standing or above and ANTH 209, or ANTH 204, or ANTH 355 or ANTH 352 or RELG 207", "[]", "{}"
126,"ANTH319",1,"Prerequisite: ANTH 201 or ANTH 202 or HISP 225 or permission of instructor.", "[]", "{}"
127,"ANTH322",1,"Prerequisite: ANTH 202, or ANTH 204, or ANTH 205, or ANTH 206, or ANTH 209, or ANTH 212, or ANTH 227 or permission of instructor ", "[]", "{}"
128,"ANTH325",1,"Prerequisite: ANTH 202 or ANTH 227", "[]", "{}"
129,"ANTH326",1,"Prerequisite: ANTH 202 or 204 or 205 or 206 or 212 or permission of instructor", "[]", "{}"
130,"ANTH327",1,"Prerequisite: ANTH 202, or ANTH 205, or ANTH 206, or ANTH 209, or permission of instructor", "[]", "{}"
131,"ANTH330",1,"Prerequisite: ANTH 201 or ANTH 202 or ANTH 203 or permission of instructor", "[]", "{}"
132,"ANTH331",1,"Prerequisite: ANTH 201 or permission of instructor ", "["ANTH 201"]", "{"prerequisites": "ANTH 201"}"
133,"ANTH338",1,"Prerequisite: ANTH 202, or ANTH 204, or ANTH 206, or ANTH 209, or ANTH 212, or permission of the instructor.", "[]", "{}"
134,"ANTH339",1,"Prerequisite: ANTH 204, or ANTH 206, or SOCI 328, or GEOG 300 or ENVR 201, or ENVR 203, or permission of instructor", "[]", "{}"
135,"ANTH343",1,"Prerequisite: One ANTH 200 level course or consent of instructor", "["ANTH 200"]", "{"prerequisites": "ANTH 200"}"
136,"ANTH344",1,"Prerequisite: ANTH 201 or ANTH 202 or ANTH 205 or permission of instructor.", "[]", "{}"
137,"ANTH357",1,"Prerequisites: ANTH 201 and one other course in archaeology", "["ANTH 201"]", "{"prerequisites": "ANTH 201"}"
138,"ANTH359",1,"Prerequisites: ANTH 201 or ANTH 203 or ANTH 210.", "[]", "{}"
139,"ANTH361",1,"Prerequisite(s): ANTH 201 or ANTH 210.", "[]", "{}"
140,"ANTH385",1,"Prerequisites: ANTH 202 or ANTH 227 or permission of the instructor", "[]", "{}"
141,"ANTH403",1,"Prerequisite: ANTH 357 or preferably ANTH 359, or permission of instructor ", "[]", "{}"
142,"ANTH407",1,"Prerequisites: ANTH 227 and (1) 300-level anthropology course, and Honours/Major/Minor status in Anthropology or Social Studies of Medicine, or permission of instructor.", "[]", "{}"
143,"ANTH410",1,"Prerequisite: ANTH 352 or ANTH 355, or permission of the instructor", "[]", "{}"
144,"ANTH413",1,"Prerequisite: ANTH 201 or ANTH 331 or ANTH 345 or ANTH 347 or ANTH 348 or permission of instructor", "[]", "{}"
145,"ANTH418",1,"Prerequisite: ANTH 339, or ANTH 349, or SOCI 328, or GEOG 300, or GEOG 302, or permission of instructor ", "[]", "{}"
146,"ANTH419",1,"Prerequisite: ANTH 357 or permission of instructor ", "["ANTH 357"]", "{"prerequisites": "ANTH 357"}"
147,"ANTH422",1,"Prerequisites: ANTH 355, or ANTH 352, or HISP 226, or permission of the instructor.", "[]", "{}"
148,"ANTH423",1,"Prerequisites: ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor", "["ANTH 227"]", "{"prerequisites": "ANTH 227"}"
149,"ANTH428",1,"Prerequisites: ANTH 326 OR ANTH 209 OR ANTH 204 OR ANTH 202 OR permission of the instructor.", "[]", "{}"
150,"ANTH432",1,"Prerequisites: ANTH 332", "["ANTH 332"]", "{"prerequisites": "ANTH 332"}"
151,"ANTH436",1,"Prerequisite: ANTH 338, or ANTH 336, or permission of instructor ", "[]", "{}"
152,"ANTH438",1,"Prerequisite(s): ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor.", "["ANTH 227"]", "{"prerequisites": "ANTH 227"}"
153,"ANTH440",1,"Prerequisite, two of the following: ANTH 204, ANTH 314, ANTH 352, ANTH 355, or ANTH 430, or permission of instructor.", "[]", "{}"
154,"ANTH450",1,"Prerequisite(s): ANTH 357 and ANTH 359.", "[]", "{}"
155,"ANTH451",2,"Corequisite: NRSC 452.", "["NRSC 452"]", "{"corequisites": "NRSC 452"}"
156,"ANTH490D2",1,"Prerequisite: ANTH 490D1.", "["ANTH 490D1"]", "{"prerequisites": "ANTH 490D1"}"
157,"ANTH490N2",1,"Prerequisite: ANTH 490N1", "["ANTH 490N1"]", "{"prerequisites": "ANTH 490N1"}"
158,"ANTH504",1,"Prerequisite(s): ANTH 201, ANTH 357", "[]", "{}"
159,"ANTH510",1,"Prerequisite(s): ANTH 209 or another instructor-approved introduction to the anthropology of religion and either ANTH 352 or ANTH 355.", "[]", "{}"
160,"ANTH511",1,"Prerequisites: ANTH 357 or ANTH 359.", "[]", "{}"
161,"ANTH515",1,"Prerequisite(s): ANTH 359", "["ANTH 359"]", "{"prerequisites": "ANTH 359"}"
162,"ANTH520",1,"Prerequisites: ANTH 227, ANTH 302 or ANTH 438, or permission of the instructor.", "[]", "{}"
163,"ANTH521",1,"Prerequisite: ANTH 361 or permission of the instructor.", "["ANTH 361"]", "{"prerequisites": "ANTH 361"}"
164,"ANTH530",1,"Prerequisites: ANTH 201 or ANTH 210", "[]", "{}"
165,"ANTH575",1,"Prerequisites: ANTH 201, or ANTH 202, or ANTH 203, and ANTH 352 or ANTH 359.", "[]", "{}"
166,"ANTH602D2",1,"Prerequisite: ANTH 602D1", "["ANTH 602D1"]", "{"prerequisites": "ANTH 602D1"}"
167,"ANTH603D2",1,"Prerequisite: ANTH 603D1", "["ANTH 603D1"]", "{"prerequisites": "ANTH 603D1"}"
168,"ANTH609D2",1,"Prerequisite: ANTH 609D1", "["ANTH 609D1"]", "{"prerequisites": "ANTH 609D1"}"
169,"ANTH615D2",1,"Prerequisite: ANTH 615D1", "["ANTH 615D1"]", "{"prerequisites": "ANTH 615D1"}"
170,"ANTH634D2",1,"Prerequisite: ANTH 634D1", "["ANTH 634D1"]", "{"prerequisites": "ANTH 634D1"}"
171,"ANTH648D2",1,"Prerequisite: ANTH 648D1", "["ANTH 648D1"]", "{"prerequisites": "ANTH 648D1"}"
172,"ANTH670D2",1,"Prerequisite: ANTH 670D1", "["ANTH 670D1"]", "{"prerequisites": "ANTH 670D1"}"
173,"ANTH700D2",1,"Prerequisite: ANTH 700D1", "["ANTH 700D1"]", "{"prerequisites": "ANTH 700D1"}"
174,"ANTH780D2",1,"Prerequisite: ANTH 780D1", "["ANTH 780D1"]", "{"prerequisites": "ANTH 780D1"}"
175,"ANTH790D2",1,"Prerequisite: ANTH 790D1", "["ANTH 790D1"]", "{"prerequisites": "ANTH 790D1"}"
176,"ANTH790N2",1,"Prerequisite: ANTH 790N1", "["ANTH 790N1"]", "{"prerequisites": "ANTH 790N1"}"
177,"ANTH791D2",1,"Prerequisite: ANTH 791D1", "["ANTH 791D1"]", "{"prerequisites": "ANTH 791D1"}"
178,"ANTH791N2",1,"Prerequisite: ANTH 791N1", "["ANTH 791N1"]", "{"prerequisites": "ANTH 791N1"}"
179,"ANTH792D2",1,"Prerequisite: ANTH 792D1", "["ANTH 792D1"]", "{"prerequisites": "ANTH 792D1"}"
180,"ANTH792N2",1,"Prerequisite: ANTH 792N1", "["ANTH 792N1"]", "{"prerequisites": "ANTH 792N1"}"
181,"ARCH202",1,"Prerequisite: ARCH 201 ", "["ARCH 201"]", "{"prerequisites": "ARCH 201"}"
182,"ARCH251",1,"Prerequisite: ARCH 250 ", "["ARCH 250"]", "{"prerequisites": "ARCH 250"}"
183,"ARCH303",1,"Prerequisite: ARCH 202 ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
184,"ARCH304",1,"Prerequisite: ARCH 303 ", "["ARCH 303"]", "{"prerequisites": "ARCH 303"}"
185,"ARCH325",1,"Prerequisite(s): ARCH 221", "["ARCH 221"]", "{"prerequisites": "ARCH 221"}"
186,"ARCH342",1,"Prerequisites: ARCH 201 or instructor's approval", "["ARCH 201"]", "{"prerequisites": "ARCH 201"}"
187,"ARCH354",1,"Prerequisites: ARCH 250 and ARCH 251", "[]", "{}"
188,"ARCH355",1,"Prerequisites: ARCH 250 and ARCH 251", "[]", "{}"
189,"ARCH377",1,"Prerequisites: ARCH 202 and ARCH 378", "[]", "{}"
190,"ARCH379",1,"Prerequisite: ARCH 202 or permission of instructor", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
191,"ARCH383",1,"Prerequisite: ARCH 202 or permission of instructor ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
192,"ARCH388",1,"Prerequisite: ARCH 303 ", "["ARCH 303"]", "{"prerequisites": "ARCH 303"}"
193,"ARCH405",1,"Prerequisite: ARCH 304 ", "["ARCH 304"]", "{"prerequisites": "ARCH 304"}"
194,"ARCH406",1,"Prerequisite: ARCH 405 ", "["ARCH 405"]", "{"prerequisites": "ARCH 405"}"
195,"ARCH445",1,"Prerequisites: ARCH 240, ARCH 241, ARCH 304", "[]", "{}"
196,"ARCH445",2,"Corequisite: ARCH 405", "["ARCH 405"]", "{"corequisites": "ARCH 405"}"
197,"ARCH447",1,"Prerequisite(s): ARCH 240, ARCH 378", "[]", "{}"
198,"ARCH451",1,"Prerequisite: ARCH 405 ", "["ARCH 405"]", "{"prerequisites": "ARCH 405"}"
199,"ARCH461",1,"Prerequisite: ARCH 325", "["ARCH 325"]", "{"prerequisites": "ARCH 325"}"
200,"ARCH490",1,"Prerequisite: ARCH 202 or permission of instructor ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
201,"ARCH491",1,"Prerequisite: ARCH 202", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
202,"ARCH492",1,"Prerequisite: ARCH 202", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
203,"ARCH512",1,"Prerequisites: ARCH 303 and ARCH 342 or equivalent.", "[]", "{}"
204,"ARCH519",1,"Prerequisite: ARCH 304 or permission of instructor", "["ARCH 304"]", "{"prerequisites": "ARCH 304"}"
205,"ARCH520",1,"Prerequisite: ARCH 251 ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
206,"ARCH521",1,"Prerequisite: ARCH 202 or permission of instructor ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
207,"ARCH523",1,"Prerequisite: ARCH 251 ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
208,"ARCH525",1,"Prerequisite: ARCH 202 or permission of instructor ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
209,"ARCH526",1,"Prerequisite: ARCH 202 or permission of Instructor ", "["ARCH 202"]", "{"prerequisites": "ARCH 202"}"
210,"ARCH528",1,"Prerequisite: ARCH 251 or permission of instructor ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
211,"ARCH529",1,"Prerequisite: ARCH 528 or permission of instructor ", "["ARCH 528"]", "{"prerequisites": "ARCH 528"}"
212,"ARCH531",1,"Prerequisite: ARCH 251 ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
213,"ARCH532",1,"Prerequisite: ARCH 251 ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
214,"ARCH533",1,"Prerequisite: ARCH 251 or permission of instructor ", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
215,"ARCH535",1,"Prerequisite: ARCH 251 or permission of instructor.", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
216,"ARCH536",1,"Prerequisite: ARCH 251 or permission of instructor.", "["ARCH 251"]", "{"prerequisites": "ARCH 251"}"
217,"ARCH562",1,"Prerequisite: ARCH 304.", "["ARCH 304"]", "{"prerequisites": "ARCH 304"}"
218,"ARCH602",2,"Corequisite(s): ARCH 604", "["ARCH 604"]", "{"corequisites": "ARCH 604"}"
219,"ARCH632",1,"Prerequisites: ARCH 604, ARCH 623", "[]", "{}"
220,"ARCH651",2,"Corequisite(s):  ARCH 652", "["ARCH 652"]", "{"corequisites": "ARCH 652"}"
221,"ARCH652",2,"Corequisite: ARCH 651", "["ARCH 651"]", "{"corequisites": "ARCH 651"}"
222,"ARCH652D1",1,"Prerequisite: ARCH 651", "["ARCH 651"]", "{"prerequisites": "ARCH 651"}"
223,"ARCH652D2",1,"Prerequisite: ARCH 652D1", "["ARCH 652D1"]", "{"prerequisites": "ARCH 652D1"}"
224,"ARCH653",1,"Prerequisite(s):  ARCH 652", "["ARCH 652"]", "{"prerequisites": "ARCH 652"}"
225,"ARCH653",2,"Corequisite(s):  ARCH 654", "["ARCH 654"]", "{"corequisites": "ARCH 654"}"
226,"ARCH654",1,"Prerequisite(s): ARCH 652", "["ARCH 652"]", "{"prerequisites": "ARCH 652"}"
227,"ARCH654",2,"Corequisite(s): ARCH 653", "["ARCH 653"]", "{"corequisites": "ARCH 653"}"
228,"ARCH672",2,"Corequisite: ARCH 678.", "["ARCH 678"]", "{"corequisites": "ARCH 678"}"
